TransactionID,Amount,TransactionType,TimeOfDay,IsInternational,DeviceType,UserTenureMonths,NumPastFrauds,LocationRiskScore,IsFraud
74,168.99,cash_withdrawal,afternoon,0,mobile,77,1,12.56,0
75,122.71,cash_withdrawal,afternoon,0,unknown,117,1,31.1,0
76,130.57,transfer,morning,0,desktop,71,0,88.59,0
77,147.52,transfer,afternoon,0,mobile,15,0,77.49,0
78,7.69,transfer,afternoon,0,mobile,71,0,73.53,0
79,44.39,cash_withdrawal,night,0,mobile,102,0,79.73,0
80,12.32,cash_withdrawal,afternoon,0,mobile,98,0,26.94,0
81,198.85,purchase,morning,0,unknown,41,0,88.74,0
82,97.63,purchase,night,0,mobile,22,0,13.73,0
83,40.18,transfer,night,0,mobile,24,2,33.63,0
84,6.57,cash_withdrawal,morning,0,mobile,113,0,58.67,0
85,37.25,cash_withdrawal,night,1,mobile,101,1,10.29,0
86,39.33,cash_withdrawal,night,0,desktop,44,0,73.01,0
87,130.79,transfer,morning,0,desktop,1,0,38.72,0
88,101.49,purchase,night,0,desktop,10,1,78.44,0
89,218.23,transfer,morning,0,mobile,107,0,49.29,0
90,63.91,purchase,morning,0,mobile,80,0,18.09,0
91,12.74,purchase,afternoon,1,mobile,110,0,73.48,0
92,124.91,transfer,afternoon,0,desktop,72,1,25.21,0
93,143.04,purchase,night,1,mobile,56,0,49.08,0
94,82.39,purchase,night,0,mobile,113,0,7.55,0
95,147.39,cash_withdrawal,morning,0,desktop,89,0,61.79,0
96,68.08,purchase,night,0,desktop,50,0,66.59,0
97,73.97,transfer,morning,0,mobile,12,0,37.87,0
98,55.78,transfer,morning,0,mobile,89,1,95.44,0
99,2.57,purchase,night,0,mobile,81,0,87.42,0
100,11.42,cash_withdrawal,morning,0,desktop,60,1,70.79,0
101,3.19,cash_withdrawal,afternoon,0,mobile,26,2,71.37,0
102,101.17,purchase,night,0,unknown,110,0,25.24,0
103,37.74,purchase,afternoon,0,mobile,112,0,65.68,0
104,71.04,transfer,night,0,unknown,78,0,19.82,0
105,238.13,purchase,morning,0,desktop,41,0,14.4,0
106,28.67,cash_withdrawal,night,0,mobile,36,2,99.95,0
107,52.83,purchase,afternoon,0,desktop,23,2,62.24,0
108,140.87,transfer,morning,0,mobile,43,0,43.1,0
109,25.98,transfer,night,0,unknown,6,1,28.82,0
110,8.01,transfer,night,1,desktop,111,0,60.39,0
111,34.21,transfer,night,0,mobile,69,0,4.96,0
112,17.58,transfer,afternoon,0,desktop,43,1,9.47,0
113,265.5,purchase,afternoon,0,unknown,25,2,3.29,0
114,165.09,purchase,night,0,mobile,18,0,49.92,0
115,100.35,purchase,morning,0,mobile,62,0,60.06,0
116,205.15,purchase,morning,0,desktop,13,1,6.25,0
117,162.8,transfer,afternoon,0,desktop,43,1,72.12,0
118,20.65,cash_withdrawal,morning,0,mobile,78,0,23.04,0
119,223.08,purchase,afternoon,0,mobile,28,0,68.52,0
120,77.51,cash_withdrawal,night,0,mobile,18,1,98.19,0
121,164.73,purchase,afternoon,0,mobile,59,0,69.11,0
122,226.42,purchase,afternoon,1,mobile,60,0,88.32,0
123,38.27,cash_withdrawal,night,0,unknown,63,0,94.82,0
124,11.66,transfer,morning,1,mobile,57,0,48.68,0
125,25.87,purchase,afternoon,0,desktop,92,0,70.23,0
126,55.71,purchase,afternoon,0,mobile,51,0,85.2,0
127,170.38,purchase,night,0,mobile,56,0,35.66,0
128,197.13,cash_withdrawal,morning,0,mobile,27,1,26.14,0
129,0.7,transfer,afternoon,0,mobile,32,0,94.66,0
130,71.49,cash_withdrawal,night,0,desktop,111,1,72.63,0
131,54.03,cash_withdrawal,afternoon,0,unknown,9,0,21.97,0
132,25.12,transfer,night,0,desktop,104,2,44.91,0
133,12.77,cash_withdrawal,morning,0,unknown,96,0,79.65,0
134,41.19,transfer,morning,0,desktop,84,0,54.71,0
135,286.31,purchase,morning,0,mobile,92,1,65.0,0
136,39.04,transfer,morning,0,desktop,97,0,75.38,0
137,73.15,purchase,afternoon,1,desktop,68,1,62.2,0
138,121.41,cash_withdrawal,afternoon,1,mobile,46,1,54.01,0
139,45.2,cash_withdrawal,morning,0,desktop,98,1,74.96,0
140,356.78,purchase,morning,0,mobile,112,0,72.76,0
141,328.2,cash_withdrawal,morning,0,mobile,67,1,62.99,0
142,29.01,transfer,afternoon,0,desktop,26,0,35.98,0
143,68.77,purchase,morning,0,mobile,8,1,40.58,0
144,35.79,cash_withdrawal,morning,0,mobile,6,0,97.04,0
145,33.52,purchase,morning,0,unknown,80,0,11.24,0
146,3.76,transfer,night,0,desktop,24,0,26.85,0
147,94.05,transfer,morning,0,mobile,48,0,49.24,0
148,69.85,cash_withdrawal,night,0,desktop,103,1,83.67,0
149,5.29,transfer,night,1,mobile,94,0,16.37,0
150,32.66,purchase,morning,0,mobile,45,1,27.7,0
151,238.89,transfer,night,0,unknown,13,0,6.58,0
152,27.39,purchase,morning,1,desktop,69,1,70.6,0
153,15.65,purchase,afternoon,0,mobile,25,1,23.82,0
154,67.23,transfer,afternoon,0,desktop,20,1,38.87,0
155,424.4,cash_withdrawal,afternoon,0,desktop,118,0,44.37,0
156,27.71,transfer,afternoon,0,mobile,82,0,89.13,0
157,111.52,purchase,night,0,mobile,111,1,41.13,0
158,143.39,purchase,morning,0,mobile,82,1,14.52,0
159,27.13,transfer,morning,1,desktop,66,0,52.43,0
160,130.27,cash_withdrawal,morning,0,desktop,74,0,96.3,0
161,45.85,cash_withdrawal,afternoon,0,desktop,119,1,60.77,0
162,100.05,purchase,afternoon,0,unknown,45,0,98.34,0
163,100.38,purchase,morning,0,desktop,114,1,84.11,0
164,76.74,cash_withdrawal,afternoon,0,mobile,47,1,3.6,0
165,9.46,transfer,morning,0,mobile,63,0,65.84,0
166,180.36,purchase,morning,0,mobile,76,0,28.68,0
167,38.68,purchase,morning,0,mobile,111,2,55.96,0
168,20.64,cash_withdrawal,morning,1,desktop,77,0,27.93,0
169,4.16,transfer,morning,0,desktop,114,0,34.89,0
170,89.38,cash_withdrawal,morning,0,mobile,111,0,92.32,0
171,113.19,transfer,morning,0,mobile,55,1,20.66,0
172,1.67,transfer,afternoon,1,desktop,75,0,87.41,0
173,71.76,transfer,morning,0,mobile,19,0,3.05,0
174,25.68,purchase,morning,1,mobile,35,0,9.09,0
175,103.61,cash_withdrawal,afternoon,0,mobile,103,0,85.47,0
176,19.16,cash_withdrawal,afternoon,0,mobile,53,0,63.06,0
177,117.42,transfer,afternoon,0,unknown,26,0,74.72,0
178,48.9,purchase,morning,0,mobile,110,0,20.94,0
179,276.03,purchase,night,0,mobile,14,0,53.71,0
180,14.79,cash_withdrawal,night,0,mobile,118,0,73.72,0
181,41.71,purchase,afternoon,0,unknown,45,0,62.73,0
182,12.04,purchase,night,0,mobile,44,0,47.17,0
183,258.62,transfer,afternoon,1,mobile,88,0,95.98,0
184,209.83,purchase,morning,0,mobile,105,0,67.62,0
185,29.83,transfer,night,1,mobile,65,0,90.78,1
186,107.88,cash_withdrawal,morning,0,mobile,51,0,72.98,0
187,169.95,purchase,night,0,desktop,43,2,73.55,0
188,81.01,cash_withdrawal,morning,0,mobile,119,0,8.0,0
189,75.43,cash_withdrawal,night,0,mobile,86,1,35.95,0
190,27.69,purchase,morning,0,desktop,23,0,85.84,0
191,9.77,purchase,morning,0,mobile,56,0,23.26,0
192,227.51,cash_withdrawal,night,0,mobile,118,1,11.55,0
193,230.68,purchase,morning,1,mobile,19,0,32.61,0
194,100.27,transfer,morning,0,unknown,82,1,22.04,0
195,41.4,transfer,morning,0,mobile,76,0,92.53,0
196,42.96,purchase,night,1,desktop,55,0,86.8,1
197,129.45,cash_withdrawal,night,0,desktop,92,0,49.97,0
198,227.41,purchase,morning,0,mobile,92,1,6.13,0
199,218.11,purchase,morning,0,unknown,60,0,71.46,0
200,151.36,cash_withdrawal,night,0,mobile,59,1,62.34,0
201,102.73,cash_withdrawal,night,0,mobile,33,1,97.06,0
202,8.79,transfer,morning,0,desktop,19,0,55.9,0
203,17.63,cash_withdrawal,morning,0,desktop,28,1,33.64,0
204,228.82,transfer,morning,0,desktop,52,0,51.9,0
205,93.25,cash_withdrawal,afternoon,0,mobile,49,0,97.93,0
206,0.92,purchase,night,0,mobile,37,3,69.64,0
207,10.7,transfer,afternoon,0,desktop,26,0,67.2,0
208,108.92,transfer,night,0,mobile,99,0,24.07,0
209,0.51,transfer,night,0,mobile,98,1,74.36,0
210,17.53,purchase,night,0,mobile,99,1,75.03,0
211,79.57,purchase,night,1,mobile,40,3,31.73,1
212,117.73,purchase,night,0,desktop,80,0,48.37,0
213,105.54,purchase,night,0,mobile,38,0,29.46,0
214,25.39,purchase,night,0,unknown,77,0,25.87,0
215,124.54,transfer,afternoon,0,mobile,87,0,2.59,0
216,27.08,purchase,morning,0,desktop,54,0,28.52,0
217,39.36,transfer,morning,0,mobile,22,0,55.4,0
218,137.24,purchase,afternoon,0,mobile,16,1,0.16,0
219,104.88,cash_withdrawal,afternoon,0,mobile,28,0,28.32,0
220,189.2,transfer,afternoon,0,mobile,112,1,88.14,0
221,107.18,cash_withdrawal,afternoon,1,mobile,35,0,59.36,0
222,84.0,transfer,night,0,unknown,60,0,60.79,0
223,9.84,cash_withdrawal,morning,0,desktop,45,1,40.34,0
224,45.84,purchase,night,0,mobile,46,0,67.65,0
225,30.82,purchase,morning,0,mobile,72,1,18.99,0
226,27.97,purchase,morning,0,mobile,108,1,81.87,0
227,361.23,transfer,afternoon,0,mobile,55,1,11.67,0
228,49.94,cash_withdrawal,night,0,desktop,119,0,65.6,0
229,222.61,purchase,afternoon,0,unknown,86,0,34.11,0
230,99.73,cash_withdrawal,night,0,mobile,85,0,74.75,0
231,158.38,cash_withdrawal,morning,0,mobile,26,0,54.98,0
232,69.84,purchase,afternoon,0,mobile,104,0,45.24,0
233,86.02,purchase,afternoon,0,desktop,85,2,16.94,0
234,67.83,cash_withdrawal,morning,0,mobile,25,0,63.68,0
235,21.72,purchase,morning,0,desktop,105,0,97.48,0
236,128.18,purchase,morning,0,desktop,65,0,82.56,0
237,32.96,purchase,afternoon,1,mobile,6,1,6.0,0
238,2.46,transfer,night,0,desktop,23,2,37.62,0
239,103.7,cash_withdrawal,afternoon,0,mobile,115,1,92.56,0
240,19.49,cash_withdrawal,night,0,desktop,64,0,50.3,0
241,282.11,transfer,afternoon,0,mobile,87,0,66.21,0
242,307.76,cash_withdrawal,afternoon,0,mobile,43,0,91.26,0
243,246.35,purchase,morning,0,unknown,107,0,87.38,0
244,46.23,cash_withdrawal,night,0,desktop,23,0,50.18,0
245,1.56,purchase,afternoon,0,desktop,96,1,43.76,0
246,263.55,transfer,afternoon,0,mobile,30,0,33.97,0
247,55.89,purchase,morning,0,desktop,77,0,71.9,0
248,340.08,cash_withdrawal,morning,0,mobile,107,1,28.7,0
249,331.37,cash_withdrawal,night,1,desktop,18,2,24.99,1
250,191.74,cash_withdrawal,afternoon,0,mobile,87,1,35.62,0
251,34.88,transfer,night,0,unknown,79,0,17.72,0
252,48.63,transfer,afternoon,0,unknown,97,1,69.51,0
253,190.47,cash_withdrawal,night,1,desktop,21,0,61.62,0
254,38.11,purchase,morning,0,mobile,57,0,48.29,0
255,18.57,transfer,afternoon,0,mobile,103,0,39.03,0
256,81.37,cash_withdrawal,night,0,desktop,23,1,90.91,0
257,275.13,cash_withdrawal,morning,0,mobile,91,1,2.91,0
258,119.08,transfer,morning,0,desktop,45,1,76.91,0
259,84.41,transfer,night,0,mobile,44,0,90.19,0
260,10.22,transfer,afternoon,0,mobile,82,1,44.64,0
261,95.45,purchase,afternoon,0,unknown,88,0,55.07,0
262,461.06,purchase,morning,0,desktop,115,0,94.45,0
263,15.09,cash_withdrawal,afternoon,1,mobile,47,1,21.23,0
264,73.05,transfer,afternoon,0,mobile,40,1,52.01,0
265,209.86,purchase,afternoon,0,mobile,51,0,47.47,0
266,135.0,transfer,morning,0,desktop,42,1,25.84,0
267,119.41,cash_withdrawal,night,1,mobile,7,2,81.86,1
268,121.23,purchase,afternoon,0,unknown,50,0,89.96,0
269,44.55,purchase,morning,1,desktop,48,0,78.19,0
270,34.76,purchase,morning,0,mobile,84,2,19.54,0
271,165.74,cash_withdrawal,night,0,desktop,91,0,8.67,0
272,166.13,transfer,afternoon,0,mobile,6,0,60.54,0
273,201.8,purchase,afternoon,1,mobile,91,1,5.71,0
274,244.46,cash_withdrawal,night,0,unknown,9,0,67.28,0
275,71.61,transfer,night,1,mobile,117,0,53.04,0
276,69.62,cash_withdrawal,morning,1,mobile,109,1,66.28,0
277,160.09,transfer,morning,0,mobile,57,1,59.02,0
278,104.97,cash_withdrawal,night,0,mobile,31,0,42.27,0
279,121.06,transfer,afternoon,1,mobile,21,2,20.09,0
280,158.86,purchase,morning,0,desktop,90,0,30.57,0
281,220.73,transfer,morning,0,desktop,40,0,52.45,0
282,41.25,cash_withdrawal,afternoon,0,desktop,112,0,65.19,0
283,47.09,cash_withdrawal,morning,0,mobile,45,1,77.95,0
284,9.87,transfer,afternoon,1,mobile,77,0,76.72,0
285,86.34,purchase,afternoon,0,mobile,49,0,97.27,0
286,3.66,purchase,afternoon,0,mobile,87,0,28.58,0
287,62.66,transfer,night,0,mobile,20,0,7.11,0
288,78.23,transfer,night,0,mobile,101,0,34.57,0
289,33.76,cash_withdrawal,night,1,mobile,118,0,74.33,1
290,89.36,purchase,afternoon,0,mobile,117,1,43.81,0
291,3.1,transfer,afternoon,0,unknown,92,0,81.78,0
292,3.81,purchase,night,0,unknown,17,2,54.93,0
293,172.94,transfer,morning,0,desktop,28,0,92.98,0
294,44.66,transfer,afternoon,1,unknown,41,0,94.79,1
295,13.59,purchase,morning,0,desktop,66,0,6.93,0
296,73.87,transfer,morning,0,mobile,25,0,45.64,0
297,146.96,transfer,afternoon,0,mobile,58,0,60.97,0
298,24.31,cash_withdrawal,afternoon,1,desktop,114,1,25.59,0
299,97.52,transfer,morning,0,desktop,41,0,40.71,0
300,8.92,transfer,morning,0,desktop,6,0,67.77,0
301,5.31,transfer,night,0,desktop,75,0,22.67,0
302,75.79,cash_withdrawal,night,1,mobile,38,1,60.2,0
303,77.79,purchase,afternoon,0,desktop,6,2,69.74,0
304,101.45,cash_withdrawal,night,0,unknown,45,0,9.05,0
305,129.5,cash_withdrawal,night,0,mobile,75,2,49.75,0
306,372.36,purchase,night,0,desktop,14,1,26.31,0
307,72.63,cash_withdrawal,night,0,mobile,66,1,72.44,0
308,39.0,purchase,morning,1,desktop,40,0,18.96,0
309,158.57,cash_withdrawal,afternoon,0,desktop,3,1,89.22,0
310,31.59,purchase,night,0,mobile,119,0,43.09,0
311,57.8,transfer,morning,0,desktop,117,0,19.8,0
312,8.17,cash_withdrawal,morning,0,mobile,99,2,43.8,0
313,2.57,cash_withdrawal,morning,0,desktop,97,0,40.87,0
314,328.74,cash_withdrawal,night,1,mobile,24,1,42.89,0
315,180.78,cash_withdrawal,night,0,desktop,19,0,58.56,0
316,119.06,transfer,afternoon,0,mobile,18,1,52.12,0
317,52.59,cash_withdrawal,night,0,desktop,64,0,14.98,0
318,19.03,transfer,night,0,mobile,113,0,6.56,0
319,17.01,transfer,morning,0,desktop,116,0,72.94,0
320,28.8,transfer,afternoon,0,unknown,88,1,55.97,0
321,79.68,transfer,night,1,unknown,109,1,35.9,1
322,125.38,purchase,night,0,desktop,35,0,80.84,0
323,107.94,purchase,morning,0,desktop,62,0,38.81,0
324,32.84,cash_withdrawal,morning,1,mobile,1,1,79.6,0
325,309.81,purchase,night,0,mobile,100,2,30.58,0
326,133.9,purchase,afternoon,0,mobile,25,1,7.28,0
327,80.82,cash_withdrawal,afternoon,0,desktop,45,1,93.26,0
328,94.6,cash_withdrawal,morning,0,unknown,49,0,39.46,0
329,54.4,cash_withdrawal,morning,0,mobile,107,1,79.27,0
330,28.47,purchase,night,0,unknown,98,0,27.91,0
331,44.0,purchase,morning,0,desktop,89,2,64.64,0
332,141.82,cash_withdrawal,night,0,desktop,16,1,87.33,0
333,1.45,transfer,afternoon,0,mobile,98,0,4.16,0
334,12.34,cash_withdrawal,afternoon,0,mobile,93,0,83.06,0
335,4.71,transfer,night,0,mobile,19,0,57.13,0
336,4.16,transfer,morning,0,desktop,23,1,60.75,0
337,193.42,cash_withdrawal,afternoon,0,mobile,83,0,52.32,0
338,121.62,cash_withdrawal,morning,1,mobile,25,0,87.45,0
339,64.28,cash_withdrawal,afternoon,0,desktop,16,0,4.34,0
340,10.3,purchase,night,0,desktop,54,0,26.1,0
341,67.65,transfer,night,1,unknown,115,1,87.58,1
342,64.15,purchase,night,0,mobile,73,2,75.23,0
343,19.02,purchase,afternoon,0,mobile,1,1,1.76,0
344,56.89,cash_withdrawal,morning,0,desktop,42,0,51.7,0
345,50.83,purchase,morning,1,mobile,19,0,52.96,0
346,95.67,cash_withdrawal,morning,0,mobile,97,0,40.09,0
347,100.81,transfer,afternoon,0,mobile,34,0,29.74,0
348,4.64,cash_withdrawal,afternoon,1,mobile,80,1,68.17,0
349,46.94,purchase,afternoon,0,mobile,108,1,20.78,0
350,98.31,purchase,afternoon,0,mobile,104,1,79.89,0
351,69.94,cash_withdrawal,afternoon,0,mobile,55,0,80.3,0
352,194.13,cash_withdrawal,morning,0,mobile,18,0,41.53,0
353,107.5,purchase,afternoon,0,desktop,34,0,28.35,0
354,17.79,transfer,afternoon,0,mobile,89,0,28.39,0
355,7.32,transfer,morning,0,desktop,45,1,48.23,0
356,102.84,cash_withdrawal,afternoon,1,mobile,6,1,71.96,0
357,2.69,transfer,morning,0,mobile,21,1,35.89,0
358,88.13,purchase,morning,0,desktop,70,0,61.0,0
359,281.73,cash_withdrawal,night,0,mobile,96,2,38.25,0
360,85.68,purchase,night,0,mobile,105,0,30.45,0
361,49.13,purchase,night,0,mobile,48,0,2.49,0
362,103.08,transfer,night,0,unknown,107,0,0.39,0
363,61.3,cash_withdrawal,afternoon,0,mobile,39,1,22.72,0
364,78.88,cash_withdrawal,night,0,mobile,31,0,40.64,0
365,283.81,transfer,morning,0,desktop,106,0,85.13,0
366,48.79,purchase,afternoon,0,mobile,10,0,79.85,0
367,324.91,purchase,night,0,mobile,30,1,26.72,0
368,235.76,purchase,morning,0,mobile,116,0,24.45,0
369,21.79,purchase,afternoon,0,desktop,18,1,22.73,0
370,7.19,cash_withdrawal,afternoon,0,mobile,60,0,33.92,0
371,10.62,cash_withdrawal,night,0,mobile,88,0,49.82,0
372,1.84,transfer,afternoon,1,mobile,116,0,43.87,0
373,9.92,transfer,morning,0,desktop,73,0,21.83,0
374,114.89,cash_withdrawal,afternoon,0,mobile,95,0,13.05,0
375,7.38,cash_withdrawal,morning,0,unknown,15,1,1.26,0
376,38.42,purchase,afternoon,0,mobile,4,1,15.4,0
377,186.35,purchase,night,0,unknown,63,2,70.54,1
378,2.35,transfer,morning,0,unknown,40,1,24.36,0
379,168.45,cash_withdrawal,afternoon,0,mobile,9,1,46.86,0
380,33.11,transfer,afternoon,1,mobile,109,1,59.13,0
381,12.58,cash_withdrawal,afternoon,0,mobile,9,0,88.68,0
382,119.32,purchase,morning,1,mobile,26,0,88.89,0
383,99.14,transfer,morning,0,desktop,4,1,74.57,0
384,209.94,transfer,morning,0,mobile,81,0,3.52,0
385,132.83,cash_withdrawal,night,0,mobile,16,0,57.51,0
386,162.7,purchase,night,0,mobile,15,0,78.66,0
387,33.13,transfer,morning,0,unknown,99,1,1.73,0
388,19.53,purchase,afternoon,1,mobile,52,0,54.97,0
389,138.88,transfer,night,0,mobile,69,1,85.78,0
390,164.42,purchase,morning,0,mobile,119,0,47.41,0
391,465.7,cash_withdrawal,afternoon,0,unknown,5,0,0.41,0
392,53.21,transfer,night,0,desktop,20,2,1.1,0
393,46.52,transfer,afternoon,0,mobile,79,0,41.66,0
394,149.8,purchase,afternoon,0,mobile,18,0,15.5,0
395,41.67,purchase,afternoon,0,mobile,111,0,66.45,0
396,267.01,transfer,afternoon,0,mobile,2,0,70.88,0
397,195.48,cash_withdrawal,night,0,unknown,93,1,17.79,0
398,56.04,purchase,night,1,desktop,13,1,88.85,1
399,138.98,purchase,night,0,mobile,4,1,44.19,0
400,140.46,purchase,morning,0,desktop,42,0,14.28,0
401,10.88,transfer,night,0,mobile,109,0,76.43,0
402,232.84,transfer,afternoon,1,desktop,74,0,79.0,0
403,70.37,transfer,night,0,desktop,61,2,63.93,0
404,175.13,transfer,afternoon,1,mobile,95,0,85.35,0
405,38.57,cash_withdrawal,morning,0,desktop,105,0,73.74,0
406,225.88,cash_withdrawal,afternoon,0,mobile,8,1,88.22,0
407,49.3,transfer,afternoon,0,mobile,67,0,43.39,0
408,1.09,cash_withdrawal,afternoon,1,mobile,112,0,74.76,0
409,235.79,purchase,morning,0,mobile,63,0,99.98,0
410,9.57,purchase,night,0,desktop,110,1,72.49,0
411,38.47,purchase,night,0,unknown,9,1,11.42,0
412,299.7,transfer,morning,0,desktop,94,0,51.83,0
413,300.79,purchase,afternoon,0,desktop,117,2,58.73,0
414,85.2,cash_withdrawal,night,0,desktop,11,0,17.42,0
415,99.92,transfer,morning,1,mobile,99,0,96.29,0
416,59.5,cash_withdrawal,night,0,mobile,101,1,17.56,0
417,34.7,purchase,morning,0,mobile,42,0,17.76,0
418,39.85,purchase,afternoon,0,desktop,13,4,91.52,0
419,111.63,purchase,night,0,unknown,36,0,46.52,0
420,139.58,transfer,morning,0,mobile,13,0,6.32,0
421,156.82,cash_withdrawal,night,0,desktop,12,0,59.82,0
422,155.88,transfer,night,0,desktop,37,0,60.18,0
423,9.56,transfer,night,1,mobile,74,0,6.45,0
424,68.2,purchase,night,1,mobile,73,0,97.25,1
425,5.93,transfer,morning,0,mobile,52,0,54.4,0
426,79.75,transfer,afternoon,1,mobile,71,0,55.98,0
427,58.26,purchase,morning,0,mobile,2,0,52.01,0
428,218.66,transfer,morning,0,mobile,118,0,61.07,0
429,43.22,purchase,morning,0,mobile,56,0,26.43,0
430,12.45,purchase,afternoon,0,mobile,60,1,28.72,0
431,15.43,purchase,night,0,desktop,23,0,51.13,0
432,143.34,purchase,night,1,mobile,103,1,80.67,1
433,96.29,transfer,night,0,desktop,40,0,4.99,0
434,10.66,purchase,afternoon,1,mobile,64,0,60.34,0
435,8.79,purchase,night,0,mobile,103,0,80.68,0
436,120.72,transfer,afternoon,0,unknown,85,1,15.69,0
437,7.55,transfer,night,1,mobile,23,1,1.5,0
438,172.52,cash_withdrawal,night,0,mobile,29,0,31.27,0
439,122.5,transfer,morning,0,desktop,78,0,58.81,0
440,8.48,transfer,afternoon,0,mobile,90,0,13.83,0
441,8.87,cash_withdrawal,morning,0,mobile,51,0,42.61,0
442,431.55,transfer,morning,0,mobile,69,0,55.23,0
443,46.88,transfer,morning,0,mobile,119,0,59.89,0
444,46.31,transfer,afternoon,0,mobile,95,1,27.44,0
445,167.56,transfer,afternoon,1,mobile,89,1,40.0,0
446,294.22,cash_withdrawal,night,0,desktop,31,0,77.83,0
447,426.88,transfer,morning,0,desktop,50,0,94.12,0
