transaction_amount,transaction_type,account_age_days,location,device_type,is_fraud
21.579202945019084,purchase,929,domestic,ATM,0
118.26935506050371,purchase,1005,domestic,mobile,0
37.25998360792306,transfer,147,domestic,mobile,0
35.0477588684342,cash_withdrawal,3161,domestic,web,0
16.397532718119827,transfer,960,domestic,mobile,0
115.7628561528927,purchase,1374,domestic,web,0
34.2807290468021,cash_withdrawal,2871,domestic,mobile,0
72.87626295557288,transfer,2976,domestic,web,0
29.218720995198762,purchase,580,domestic,mobile,0
31.179348664161928,purchase,1815,domestic,mobile,0
84.1565819577594,purchase,2083,domestic,mobile,0
97.15119718486375,purchase,3169,domestic,mobile,0
25.01752450181978,purchase,289,domestic,mobile,0
29.20510971274205,purchase,1506,domestic,web,0
1.7053769928918965,purchase,2139,international,mobile,0
97.57349871303201,purchase,3007,domestic,mobile,0
18.385284366564466,purchase,2914,international,mobile,0
186.64853198210918,purchase,2564,domestic,mobile,0
4.463887134224664,purchase,843,domestic,ATM,0
193.41212082974454,purchase,1880,domestic,mobile,0
9.766009881197293,purchase,2233,domestic,web,0
18.064245297964288,purchase,3500,domestic,mobile,0
112.72152936740325,purchase,1793,domestic,mobile,0
69.5508844864037,purchase,3345,domestic,mobile,0
4.247795249171184,purchase,3562,domestic,ATM,0
98.9685259238518,purchase,3468,domestic,web,0
8.355880520494448,purchase,911,domestic,mobile,0
82.90937348668062,purchase,2281,domestic,web,0
64.29181823897217,purchase,1371,domestic,mobile,0
11.252792555119296,purchase,954,domestic,web,0
29.894053679777286,purchase,2511,domestic,mobile,0
42.18567781930715,transfer,3568,domestic,mobile,0
142.12971527639203,purchase,1914,domestic,web,0
56.42529664908359,purchase,3398,domestic,web,0
41.70643356748471,purchase,263,domestic,web,0
2.1234049223217104,cash_withdrawal,2091,domestic,mobile,0
46.19269596092496,purchase,2731,domestic,mobile,0
78.34544022810765,purchase,3536,international,mobile,0
12.098013849627499,purchase,640,domestic,web,0
105.97761726074084,purchase,866,domestic,web,0
42.98398992553327,purchase,2259,domestic,mobile,0
13.28512498118268,purchase,3541,domestic,mobile,0
39.28287692990296,purchase,3252,domestic,ATM,0
27.212857134677503,purchase,536,domestic,mobile,0
151.51867706575032,purchase,1381,domestic,ATM,0
3.228328516165735,purchase,2375,domestic,mobile,0
47.52020097956864,cash_withdrawal,3311,domestic,mobile,0
34.94574108006709,purchase,2655,domestic,mobile,0
8.299375519972731,purchase,1377,domestic,mobile,0
15.353731451138605,purchase,490,domestic,web,0
36.98394193886335,transfer,3136,domestic,mobile,0
13.275651870097747,transfer,1571,domestic,mobile,0
155.63993625021027,purchase,890,domestic,mobile,0
2.9762592875712124,purchase,123,domestic,mobile,0
38.7549950983086,purchase,2341,domestic,mobile,0
12.379522907239858,transfer,2109,domestic,mobile,0
64.94400171862972,transfer,3319,international,web,0
148.68438967534655,cash_withdrawal,3625,domestic,mobile,0
25.050666814265384,transfer,391,domestic,mobile,0
134.0785011432452,purchase,3602,domestic,mobile,0
18.514760365294162,cash_withdrawal,1400,domestic,mobile,0
21.895966579705824,purchase,3624,domestic,web,0
23.184282527364854,purchase,3307,domestic,web,0
1.9868503306108904,purchase,401,domestic,mobile,0
163.9552588329341,purchase,3370,domestic,mobile,0
100.71854133244184,transfer,1271,domestic,mobile,0
86.73651739398308,purchase,3531,international,web,0
41.628771480065666,purchase,2095,domestic,mobile,0
18.185202687856584,cash_withdrawal,2741,domestic,web,0
0.1831505994527427,purchase,2382,domestic,web,0
112.18445618418788,purchase,1301,domestic,mobile,0
9.348062598870822,transfer,3615,domestic,mobile,0
158.46985023009577,purchase,3118,domestic,mobile,0
160.68324676437612,purchase,2439,domestic,web,0
2.3781924878204275,purchase,686,domestic,ATM,0
6.707996070995724,purchase,426,domestic,mobile,0
19.79619603634866,transfer,2098,domestic,mobile,0
104.86013336471662,purchase,896,domestic,mobile,0
14.962154537418511,purchase,449,domestic,web,0
26.41409874413363,transfer,1445,domestic,mobile,0
23.6113078804164,purchase,1876,domestic,ATM,0
0.48738549272308984,purchase,1976,international,mobile,0
34.444729832738915,transfer,3228,domestic,mobile,0
116.59811810955894,transfer,335,domestic,ATM,0
44.608043986173215,purchase,2456,domestic,mobile,0
70.10852299249541,purchase,748,domestic,mobile,0
114.9358737800473,transfer,194,domestic,mobile,0
39.98601050856734,purchase,2628,domestic,web,0
24.56503461119536,purchase,3163,domestic,mobile,0
64.74802814583421,transfer,2581,domestic,mobile,0
58.080682232999415,purchase,933,domestic,mobile,0
54.16515239207629,transfer,933,domestic,mobile,0
49.13246705322381,purchase,660,domestic,web,0
26.071771373963387,purchase,2605,domestic,mobile,0
46.456340933372935,purchase,1091,domestic,mobile,0
4.8599997869305,transfer,754,domestic,mobile,0
14.539193520438396,cash_withdrawal,1232,domestic,mobile,0
38.85868158458977,purchase,2265,domestic,mobile,0
30.839783909849693,cash_withdrawal,1803,domestic,mobile,0
86.24284764176501,purchase,1235,domestic,web,0
11.744951559076663,purchase,2862,domestic,mobile,0
32.06901860632801,transfer,2460,domestic,web,0
197.48453956678412,purchase,1695,domestic,mobile,0
26.537890675268887,purchase,264,domestic,mobile,0
38.65111536091182,transfer,1797,domestic,web,0
35.25672792049088,purchase,1804,domestic,mobile,0
141.09227017926972,purchase,3581,domestic,mobile,0
18.134558806708508,purchase,1075,domestic,ATM,0
18.828006315827547,purchase,2038,domestic,mobile,0
36.842104634789955,purchase,766,domestic,web,0
79.8653645015981,purchase,2958,domestic,mobile,0
29.342106461394817,purchase,923,domestic,mobile,0
54.48329615463392,purchase,1776,domestic,mobile,0
0.31997382229143656,transfer,969,domestic,mobile,0
24.48772121701424,purchase,1795,domestic,ATM,0
135.23769786089358,purchase,2842,domestic,mobile,0
5.111409867466144,purchase,2237,domestic,mobile,0
12.084211585809953,purchase,3180,domestic,ATM,0
45.72631026716765,purchase,526,domestic,mobile,0
16.49213629493792,purchase,2497,domestic,mobile,0
79.49856251882193,purchase,3359,domestic,mobile,0
218.2137734110084,transfer,2863,domestic,web,0
9.910220010425551,transfer,935,domestic,mobile,0
4.085258429183495,purchase,3255,domestic,web,0
46.79313638308699,purchase,3575,domestic,mobile,0
45.40657918510815,purchase,1248,domestic,mobile,0
25.9349833359115,cash_withdrawal,2958,domestic,ATM,0
138.9399793655893,purchase,3015,domestic,web,0
136.9727786285637,purchase,273,domestic,web,0
47.02001603503519,purchase,1661,domestic,mobile,0
4.1725263553103655,purchase,3152,domestic,web,0
87.4028904572959,purchase,655,domestic,ATM,0
14.313721502060838,purchase,1562,domestic,mobile,0
39.31603883231449,transfer,216,domestic,mobile,0
28.946995891431314,purchase,626,domestic,mobile,0
95.37103339422808,purchase,3143,domestic,mobile,0
14.724407226616776,purchase,1466,domestic,ATM,0
1.6533456674992855,purchase,2222,domestic,web,0
11.866112086381,purchase,2101,domestic,mobile,0
48.27046901619814,transfer,2174,domestic,mobile,0
63.69615025735597,cash_withdrawal,412,domestic,mobile,0
25.77394953237353,purchase,2108,domestic,mobile,0
61.44692688281089,purchase,2639,domestic,mobile,0
35.109691322508205,purchase,2781,domestic,ATM,0
9.093085252463617,purchase,3047,domestic,ATM,0
17.35113893730985,purchase,3109,domestic,mobile,0
42.14007935006194,purchase,1251,domestic,mobile,0
4.699103652250052,purchase,802,domestic,web,0
3.690706552196081,purchase,2845,domestic,mobile,0
67.07485617017291,purchase,3011,domestic,web,0
12.668387698482153,purchase,2363,domestic,web,0
33.9488609616996,purchase,796,domestic,mobile,0
52.138040797628314,cash_withdrawal,3627,domestic,mobile,0
20.94770327992616,purchase,3252,domestic,mobile,0
96.40256107544629,purchase,1955,domestic,mobile,0
26.482715304569137,purchase,2828,domestic,mobile,0
99.42647858291113,purchase,3120,domestic,web,0
5.771306646551917,purchase,450,domestic,mobile,0
33.89104712767745,purchase,585,domestic,web,0
72.38365643934405,purchase,2053,domestic,mobile,0
64.15787249398727,purchase,3478,domestic,mobile,0
61.31601122250381,transfer,47,domestic,mobile,0
20.3270317391417,purchase,2657,domestic,web,0
23.66476652788393,purchase,2825,domestic,mobile,0
23.994366184364566,purchase,1694,domestic,web,0
71.5196376538432,transfer,2667,domestic,mobile,0
129.08476458686152,purchase,1134,domestic,web,0
43.56453442039596,cash_withdrawal,2579,international,mobile,0
12.722513987642767,transfer,3305,domestic,mobile,0
9.7206571640629,transfer,572,domestic,ATM,0
30.728263731820928,purchase,3397,domestic,mobile,0
12.103881772375628,purchase,1130,domestic,web,0
137.3946089939274,purchase,148,domestic,mobile,0
19.6736613271068,purchase,3557,domestic,mobile,0
29.36584538182011,purchase,1843,domestic,mobile,0
147.27857917283345,purchase,2225,domestic,mobile,0
117.16082225797155,purchase,487,domestic,ATM,0
0.5887836307241012,purchase,3618,domestic,ATM,0
53.713328469243805,cash_withdrawal,913,domestic,mobile,0
76.03978863268138,purchase,2919,domestic,mobile,0
89.56936153662441,transfer,736,domestic,web,0
94.34916819182006,transfer,786,domestic,web,0
2.577456346178432,purchase,3430,domestic,mobile,0
75.82596478962243,transfer,1225,domestic,mobile,0
3.5959692224530633,purchase,3165,domestic,mobile,0
36.35961418969821,purchase,2700,domestic,web,0
20.48610821986137,purchase,2402,domestic,ATM,0
109.26814264601299,purchase,457,domestic,mobile,0
0.9138090203248618,transfer,376,domestic,mobile,0
99.6777349242374,purchase,3015,domestic,mobile,0
177.40357579350032,purchase,2572,domestic,mobile,0
5.49686250203277,purchase,262,domestic,mobile,0
10.03294101183558,transfer,2201,domestic,mobile,0
17.186303907754372,purchase,1706,domestic,mobile,0
70.08333826570771,transfer,3286,domestic,web,0
109.11259562007574,purchase,2053,domestic,mobile,0
36.587889876522546,purchase,921,domestic,mobile,0
68.94842286584782,purchase,631,international,mobile,0
2.279691033528055,cash_withdrawal,1274,international,web,0
4.521269384171654,cash_withdrawal,2532,domestic,mobile,0
81.13636947089958,purchase,1709,domestic,mobile,0
95.61637658070381,purchase,1364,domestic,mobile,0
143.8544517946248,purchase,1741,domestic,mobile,0
65.2184468947754,purchase,1649,domestic,mobile,0
83.79250179324124,purchase,2512,domestic,mobile,0
13.838063272071475,purchase,3382,domestic,mobile,0
141.48190680315363,transfer,1585,domestic,web,0
22.142639809327815,purchase,2554,domestic,mobile,0
27.26527999652429,purchase,2343,domestic,mobile,0
20.331137802694858,purchase,2116,domestic,web,0
28.839245065733042,transfer,722,domestic,web,0
23.285212129259335,purchase,812,domestic,mobile,0
46.24747976592281,purchase,2529,domestic,web,0
56.67921226890091,purchase,2034,domestic,web,0
6.796863579916186,transfer,1472,international,mobile,0
44.016550681796076,purchase,122,domestic,mobile,0
78.06367665995838,purchase,3118,domestic,mobile,0
3.481220362865055,purchase,1730,domestic,mobile,0
12.990257845869701,purchase,1677,domestic,web,0
2.9345764110159758,purchase,2905,domestic,mobile,0
14.24645658403203,purchase,2124,domestic,web,0
82.28098766509943,purchase,464,domestic,mobile,0
143.0004665746944,transfer,3296,domestic,ATM,0
50.95880552100825,purchase,1561,domestic,mobile,0
55.58103301536516,transfer,775,domestic,mobile,0
51.76160301193583,purchase,3187,domestic,mobile,0
34.45539772016837,purchase,1876,domestic,mobile,0
15.894378127310056,purchase,2780,domestic,web,0
33.13312823343072,purchase,1278,domestic,mobile,0
34.96556702805214,purchase,148,domestic,mobile,0
35.849504510877885,purchase,236,domestic,mobile,0
44.052735747318025,purchase,2397,domestic,mobile,0
15.018050313172662,purchase,1013,domestic,mobile,0
79.26417040715162,purchase,2708,domestic,ATM,0
11.830862329469547,purchase,1890,domestic,mobile,0
34.47070222438082,purchase,1033,domestic,mobile,0
26.477260540150198,purchase,2723,domestic,mobile,0
27.625179840850645,purchase,3317,domestic,mobile,0
15.618359616075612,purchase,2969,domestic,ATM,0
10.985140508381347,purchase,2381,domestic,ATM,0
15.869590716216559,purchase,1224,domestic,mobile,0
6.565386117233288,purchase,417,domestic,mobile,0
27.70027119866284,transfer,2772,domestic,mobile,0
2.814377083401599,cash_withdrawal,1222,domestic,mobile,0
1.8415184025776559,purchase,1968,domestic,ATM,0
20.983089700116714,purchase,217,domestic,web,0
54.21168634826156,purchase,1782,domestic,web,0
53.09106299150158,purchase,2828,domestic,ATM,0
128.39235797732098,cash_withdrawal,2188,domestic,mobile,0
18.74180206459728,transfer,3306,domestic,mobile,0
69.81083881060721,purchase,2763,domestic,mobile,0
37.46586956263436,purchase,3013,domestic,mobile,0
146.11191176855814,transfer,3579,domestic,mobile,0
67.65576782451039,purchase,2916,domestic,web,0
14.981273910731716,purchase,3283,domestic,mobile,0
4.474333873134423,purchase,2692,domestic,ATM,0
3.4999232823866624,cash_withdrawal,2496,international,mobile,0
88.49318856517205,purchase,2432,domestic,mobile,0
57.20045730248467,transfer,1640,domestic,ATM,0
3.500342318872068,purchase,345,domestic,ATM,0
85.42681230521889,transfer,439,domestic,mobile,0
73.57339766307602,purchase,1185,domestic,mobile,0
32.10115781375869,purchase,1046,domestic,mobile,0
8.551510249253342,purchase,3072,domestic,ATM,0
135.66236372587613,transfer,3535,domestic,mobile,0
82.78028148781993,purchase,3191,domestic,mobile,0
69.43781980027124,purchase,2595,domestic,mobile,0
2.128305970817718,transfer,3447,domestic,web,0
67.9987708672687,purchase,934,domestic,ATM,0
20.68672142609829,purchase,2441,international,mobile,0
104.83042751819582,purchase,3420,domestic,mobile,0
8.528308464195053,purchase,2868,domestic,web,0
52.359935863397475,cash_withdrawal,2187,domestic,ATM,0
105.58951853774707,transfer,795,domestic,mobile,0
1.1340586641273958,purchase,2960,domestic,mobile,0
154.68529241937958,purchase,1019,domestic,mobile,0
69.10777706523328,transfer,47,domestic,web,0
8.866606165694456,purchase,48,domestic,mobile,0
2.52754654061188,purchase,1861,domestic,ATM,0
14.37755216095028,transfer,494,domestic,mobile,0
33.20424101289092,purchase,3410,international,mobile,0
42.94893853776916,purchase,1294,domestic,mobile,0
24.032323119181658,purchase,3527,domestic,web,0
15.065917327534436,purchase,2753,domestic,ATM,0
5.373269137189675,purchase,1734,domestic,web,0
16.86175885613864,purchase,712,international,mobile,0
82.17391843646854,transfer,2111,domestic,mobile,0
155.78381763766396,purchase,993,domestic,mobile,0
13.095301511269733,purchase,334,domestic,mobile,0
18.100446622064666,purchase,621,domestic,mobile,0
41.17990470082657,purchase,2105,international,web,0
16.218168984630424,purchase,1346,domestic,web,0
102.83467612703483,transfer,3032,domestic,web,0
5.030510563140048,purchase,1225,domestic,web,0
41.230550769902614,purchase,2042,domestic,mobile,0
199.28731198560126,purchase,930,domestic,mobile,0
33.559288548973754,purchase,830,domestic,mobile,0
61.68135137033334,purchase,2383,domestic,web,0
6.68718745581692,transfer,1657,domestic,ATM,0
117.22958761403834,purchase,1259,domestic,mobile,0
28.748801966390864,transfer,1623,domestic,ATM,0
6.314669130403347,purchase,2078,domestic,ATM,0
9.309676554186964,transfer,2936,domestic,web,0
51.74600686113209,purchase,3298,domestic,web,0
26.074649692370684,purchase,2275,domestic,web,0
54.36971021808341,purchase,3631,domestic,mobile,0
207.1042688225587,purchase,2603,domestic,mobile,0
47.89477740754984,purchase,170,domestic,ATM,0
14.22646193108916,purchase,1234,domestic,web,0
33.20764378004647,purchase,170,domestic,mobile,0
13.655943639142604,purchase,2780,domestic,web,0
64.15338059369303,purchase,1749,domestic,mobile,0
46.709248666195904,purchase,1577,domestic,web,0
10.033949437483168,cash_withdrawal,1889,domestic,ATM,0
11.10815628530355,purchase,1981,domestic,web,0
13.810717531501155,purchase,1175,domestic,web,0
18.789301612912947,purchase,2049,domestic,mobile,0
2.29596780905914,purchase,2683,domestic,mobile,0
0.6658546538187223,purchase,2486,domestic,mobile,0
144.7780801560416,purchase,343,international,mobile,0
91.34851765064849,purchase,1152,domestic,mobile,0
86.51259519282752,purchase,2712,domestic,mobile,0
3.575207853447732,purchase,2741,domestic,ATM,0
6.169019611998802,purchase,110,domestic,ATM,0
135.89549632631625,transfer,1291,domestic,web,0
29.154917046590196,transfer,2129,domestic,mobile,0
144.78191298494596,purchase,2948,domestic,web,0
5.973492026501041,purchase,621,domestic,ATM,0
224.64303830183044,transfer,3,domestic,web,1
0.6419271113789438,purchase,3055,domestic,web,0
36.524766249075185,purchase,2085,domestic,mobile,0
116.34556764170989,purchase,3462,domestic,mobile,0
7.543749911251594,purchase,3298,domestic,mobile,0
97.83361188230992,purchase,659,domestic,web,0
23.5659221824097,purchase,2581,domestic,mobile,0
23.884517238994995,purchase,1296,domestic,mobile,0
70.01400752795062,purchase,462,domestic,mobile,0
56.76279091766756,purchase,904,domestic,mobile,0
7.0874980664876945,purchase,2717,domestic,mobile,0
32.385166214638986,purchase,668,domestic,ATM,0
10.660666662369875,transfer,2470,domestic,mobile,0
59.893194095639466,cash_withdrawal,1654,domestic,mobile,0
6.741513864548951,cash_withdrawal,780,domestic,web,0
31.537022632487833,purchase,2757,domestic,ATM,0
55.80733072314863,purchase,2599,international,mobile,0
18.702976676938576,transfer,3217,international,mobile,0
117.87880918849596,purchase,3161,domestic,mobile,0
110.32438677425304,purchase,2997,domestic,ATM,0
50.81836242885043,purchase,2680,domestic,mobile,0
6.388994881696099,cash_withdrawal,746,domestic,mobile,0
149.0729035782253,purchase,3554,domestic,web,0
46.793064892154504,purchase,1241,domestic,mobile,0
99.0405353367679,purchase,362,domestic,mobile,0
12.453236102681323,purchase,2000,domestic,web,0
11.004654540075027,transfer,2354,domestic,mobile,0
31.43197885415952,cash_withdrawal,229,domestic,web,0
76.3777310007118,transfer,2750,domestic,mobile,0
34.914627410819726,purchase,3017,domestic,ATM,0
37.170617505635136,purchase,1041,domestic,mobile,0
86.2534727349106,purchase,1597,domestic,web,0
14.573622388864779,purchase,2717,domestic,mobile,0
10.169789661595642,transfer,1387,domestic,mobile,0
37.018797817302215,purchase,63,domestic,web,0
180.73834164996214,purchase,2029,domestic,mobile,0
117.25307614907207,purchase,2728,domestic,mobile,0
0.0026414163844166063,purchase,3291,domestic,mobile,0
84.85323753150264,cash_withdrawal,3156,international,web,0
26.62895875896607,transfer,2683,domestic,mobile,0
91.5857491084462,transfer,2649,domestic,mobile,0
50.58647754637747,purchase,1332,international,ATM,0
0.6115634704485624,purchase,2613,domestic,mobile,0
7.281174616908806,purchase,3529,domestic,mobile,0
50.7268724102308,purchase,2387,domestic,mobile,0
73.76072630217567,purchase,1077,domestic,mobile,0
0.07146820667728734,cash_withdrawal,644,domestic,mobile,0
58.0385973224111,purchase,1585,domestic,mobile,0
15.984558127920351,purchase,2808,domestic,mobile,0
66.58151420830953,purchase,254,domestic,mobile,0
23.858371855087686,purchase,2995,domestic,web,0
18.081015926358592,purchase,2340,domestic,ATM,0
30.090693935858948,purchase,969,domestic,mobile,0
18.946531280202564,purchase,2655,domestic,mobile,0
60.13860454390005,purchase,693,domestic,mobile,0
49.383708650401104,transfer,2606,domestic,mobile,0
54.67898419608366,cash_withdrawal,541,domestic,web,0
50.405726802045606,transfer,2160,domestic,ATM,0
17.401107273569384,transfer,1235,domestic,web,0
7.112982420315834,transfer,2935,domestic,mobile,0
105.39845504791698,purchase,2448,domestic,mobile,0
29.808148693756927,purchase,3618,domestic,web,0
118.09382522213826,cash_withdrawal,2959,domestic,mobile,0
68.13855110118571,purchase,963,domestic,mobile,0
125.79388563121465,cash_withdrawal,1123,domestic,ATM,0
2.7074890317307063,purchase,703,international,web,0
3.237040232941339,cash_withdrawal,2051,domestic,web,0
45.64712768879766,purchase,1993,domestic,web,0
164.58624862181986,transfer,85,domestic,mobile,0
9.170099370718935,purchase,1079,domestic,mobile,0
1.8617170928836084,purchase,1908,domestic,mobile,0
87.99122932707446,cash_withdrawal,3323,domestic,web,0
33.26547411187799,transfer,1429,domestic,web,0
48.1500917029276,transfer,1166,domestic,mobile,0
1.5487531050737273,purchase,731,domestic,web,0
1.1032524677500766,transfer,464,domestic,web,0
10.32458727272902,transfer,646,domestic,ATM,0
1.947582223159744,transfer,202,domestic,mobile,0
84.88013022828795,purchase,2728,domestic,mobile,0
13.129422678717939,transfer,1612,domestic,web,0
21.352688074272706,purchase,1963,domestic,mobile,0
27.71325162598201,cash_withdrawal,659,domestic,web,0
10.141294705686756,transfer,673,domestic,web,0
17.790593565488702,purchase,1848,domestic,web,0
18.17426806988615,purchase,3453,domestic,mobile,0
54.00960749969443,transfer,280,domestic,mobile,0
23.247762454706578,purchase,3476,domestic,web,0
21.593774713247765,cash_withdrawal,537,domestic,ATM,0
44.06769355330026,purchase,2277,domestic,mobile,0
10.922372370056546,purchase,224,domestic,mobile,0
70.99017377406354,purchase,2812,domestic,mobile,0
75.06212702273129,purchase,198,domestic,mobile,0
30.093629376171926,cash_withdrawal,2796,domestic,web,0
34.300984899928046,transfer,76,international,web,1
19.51919014407372,purchase,837,domestic,web,0
112.74584490295103,purchase,2620,domestic,mobile,0
68.9528133814556,purchase,2600,domestic,mobile,0
180.74087681393877,purchase,2967,domestic,mobile,0
2.058298571776215,purchase,3481,domestic,mobile,0
20.53753019673825,purchase,576,domestic,mobile,0
21.73408233689405,purchase,2442,domestic,web,0
34.28268851098677,purchase,1951,domestic,mobile,0
4.439718636719816,purchase,375,domestic,mobile,0
23.676635051643704,purchase,3355,international,mobile,0
58.94032514100096,purchase,277,domestic,mobile,0
47.77079176162458,purchase,533,domestic,mobile,0
12.383941559485626,purchase,3312,domestic,mobile,0
80.93406719431022,purchase,49,domestic,web,0
284.74367003721665,purchase,1184,domestic,mobile,0
79.58986178905575,transfer,2810,domestic,mobile,0
53.85569647955132,purchase,3133,domestic,ATM,0
12.340692840005445,purchase,2838,domestic,mobile,0
56.495981909402836,purchase,192,domestic,mobile,0
63.707849465468236,cash_withdrawal,255,domestic,ATM,0
22.00070646615562,cash_withdrawal,2611,domestic,mobile,0
50.357859384851785,purchase,1363,domestic,mobile,0
5.344356102718182,purchase,331,domestic,mobile,0
4.916897838327785,transfer,1634,domestic,mobile,0
4.137534367389874,purchase,3114,international,web,0
58.257845094883756,purchase,82,international,web,1
40.222070829147434,purchase,816,domestic,web,0
66.53692570442088,cash_withdrawal,60,domestic,mobile,0
58.12283324510086,cash_withdrawal,834,domestic,mobile,0
7.473003303375828,transfer,841,domestic,mobile,0
56.83164789465158,purchase,969,domestic,web,0
19.60131552181729,cash_withdrawal,194,domestic,mobile,0
73.97320236732034,purchase,680,domestic,mobile,0
116.35056661237526,purchase,560,domestic,web,0
11.894891775201499,purchase,3054,domestic,mobile,0
90.84540907357625,purchase,1497,domestic,mobile,0
39.883435869174036,transfer,490,domestic,web,0
27.171680736314112,purchase,3384,domestic,mobile,0
5.573592452565576,transfer,1029,domestic,mobile,0
143.73347967475354,purchase,3554,domestic,web,0
42.59561421227039,purchase,2514,international,mobile,0
4.4301967334239265,transfer,2871,domestic,mobile,0
3.7240993627832486,transfer,3354,domestic,web,0
19.081707950429525,purchase,2013,domestic,mobile,0
16.060669152345085,purchase,2574,domestic,web,0
50.03748524175631,purchase,912,domestic,mobile,0
19.94973405184137,purchase,3449,domestic,mobile,0
48.798377782835345,purchase,2513,domestic,mobile,0
35.1232516592031,purchase,450,domestic,mobile,0
2.772072348680789,purchase,1892,domestic,mobile,0
147.03438719400106,purchase,554,domestic,mobile,0
61.27208040387446,transfer,3099,domestic,mobile,0
24.96008235936719,purchase,89,international,web,1
135.59774851595836,purchase,2765,domestic,ATM,0
170.32884094513744,purchase,3591,domestic,mobile,0
91.62782769530646,purchase,154,international,mobile,1
40.287083385833775,transfer,112,international,mobile,1
102.23400900512183,cash_withdrawal,1794,domestic,mobile,0
70.35212972685244,purchase,1314,domestic,mobile,0
61.650096033934474,transfer,1412,domestic,ATM,0
